(中台灣排除6都)公司登記資料-A農、林、漁、牧業,['108351']
環境噪音監測站位置圖,['6381']
環境影響差異分析報告專案小組審查會議紀錄,['34900']
環境影響評估個案監督次數,['45133']
環境影響評估報告書修正審查結論,['34633']
環境影響評估報告書初稿專案小組初審會議紀錄,['34899']
環境影響評估技術顧問機構評鑑成果,['34652']
環境影響評估案件摘要資料,['6361']
環境影響評估案件概況,['89020']
環境影響說明書修正審查結論,['34632']
環境影響說明書完成審查件數,['45204']
環境影響說明書審查結論,['34928']
環境影響說明書專案小組初審會議紀錄,['34976']
環境影響調查報告書專案小組審查會議紀錄,['34903']
環境教育(教學)人員(專長)認證申請書,['34642']
環境教育(教學)人員(經歷)認證申請書,['34640']
環境教育(教學、行政)人員(學歷)認證申請書,['34638']
環境教育(行政)人員(學歷)認證申請書,['34637']
環境教育(行政)人員(專長)認證申請書,['34641']
環境教育(行政)人員(經歷)認證申請書,['34639']
環境教育人員(訓練)認證申請書,['34644']
環境教育人員認證展延 【常見問答】,['34973']
環境教育人員認證展延研習30小時課程規劃參考表,['34974']
環境教育人員認證展延研習30小時課程認可審查作業說明,['34975']
環境教育人員認證得採計之專業領域課程(ODS),['34649']
環境教育人員認證得採計之專業領域課程(ODT),['34648']
環境教育人員認證研習資訊彙整,['31573']
環境教育人員認證資料,['9734']
環境教育及訓練電子報,['34654']
環境教育機構認證申請書,['34645']
環境教育機構認證資料,['6373']
環境教育活動人數,['35161']
環境教育活動人時,['35162']
環境教育活動數,['35158']
環境教育申報單位之有效護照開通率,['35156']
環境教育終身學習有效護照人數,['35163']
環境教育終身學習網影片專區使用人次,['34636']
環境教育終身學習護照註冊人數,['35164']
環境教育設施場所手冊,['34956']
環境教育設施場所認證申請作業指引,['34647']
環境教育設施場所認證申請書,['34646']
環境教育設施場所認證資料,['6372']
環境教育設施認證場所,['9965']
環境教育課程開辦統計資料,['9736']
環境教育講習件數統計資料,['9149']
環境檢測機構位置圖,['8824']
環境檢驗測定機構許可資料,['6374']
環境檢驗測定機構許可項目資料,['8996']
環境現況差異分析及對策檢討報告專案小組審查會議紀錄,['34838']
環境用藥微生物製劑常見菌種特性資料,['8995']
環境用藥查核次(件)數,['45144']
環境用藥製造業地理資料,['70982']
環境用藥販賣業地理資料,['70983']
環境用藥販賣業許可執照資料,['91066']
環境督察總隊對污染源裁處資訊,['34106']
環境科技論壇論文集,['35165']
環境空氣戴奧辛監測資料,['6353']
環境與經濟帳指標,['10936']
環境荷爾蒙管理計畫執行成果,['34859']
環境輻射即時監測資訊歷史資料,['102150']
環境防蟲用天然物質資料,['91078']
環境音量監測不合格時段數,['89031']
環境音量監測結果統計(依時段分),['9054']
環境音量監測結果統計(依管制區分),['9055']
環島1號線數值路網圖,['42698']
環訓所年度年報彙編,['34634']
環評監督委員會監督委員名單,['35233']
環評監督委員會設置要點,['34895']
環評監督成果統計,['30803']
環評監督辦理流程,['30804']
環評監督追蹤之作業架構,['30805']
瓷磚商品標示基準,['16972']
甘藍育苗場售出情形一覽表,['80593']
生命教育,['13710']
生技產業推廣服務,['22374']
生活光廊商店街資訊,['94828']
生活氣象-海水浴場、休閒漁港、海釣之波流模式預報資料,['126373']
生活發行商出版叢書,['118931']
生物偵測分析方法,['40583']
生物偵測分析方法資料庫,['6684']
生物材料庫貯存現況,['24424']
生物材料庫貯存病毒細菌株現況等級,['24423']
生物源網格空氣污染排放量(TWD97),['47244']
生物資源資料庫,['24401']
生產事故救濟基金附屬單位決算分決算,['76635']
生產事故救濟基金附屬單位預算案,['36193']
生產事故救濟基金預算案,['52748']
產創條例第10條稅式支出評估報告,['45313']
產地證明標章,['59715']
產學研價值創造計畫-活動消息,['45601']
產學研價值創造計畫補助計畫,['32927']
產後1個月純母乳哺育率-依縣市別分,['14701']
產業人才投資方案課程,['59296']
產業低碳綠色製程技術應用資料庫,['80279']
產業創新條例Q&A,['25188']
產業及社福外籍勞工人數,"['41879', '41880', '41881', '41882']"
產業園區道路挖掘資訊,['62734']
產業園區開發管理基金會計月報,['19899']
產業園區開發管理基金決算,['15895']
產業園區開發管理基金預算,['12196']
產業工作環境改善計畫宣導活動講義,['59609']
產業用地需求推估與分派過程說明,['45314']
產業用水最適化節水技術指引,['111182']
產業科技國際競合與創新治理計畫,['102892']
產業種子師資培訓計畫,['15805']
產業種子師資培訓計畫歷年執行情形,['45202']
產業種子師資培訓計畫統計表_性別,['94540']
產業種子師資培訓計畫統計表_英文,['94537']
產業種子師資培訓計畫說明,['45195']
產業結構-機關檔案目錄,['33484']
產業缺人才現況與對策,['127168']
產業訓儲替代役薪俸、主副食費及津貼發放統計表,['39193']
產業關聯統計-商品對商品(CXC)150部門商業差距表,['119403']
產業關聯統計-商品對商品(CXC)150部門國內運費表,['119402']
產業關聯統計-商品對商品(CXC)150部門國內關聯程度表(I-D),['119398']
產業關聯統計-商品對商品(CXC)150部門國產品交易表,['119396']
產業關聯統計-商品對商品(CXC)150部門國產品投入係數表,['119397']
產業關聯統計-商品對商品(CXC)150部門生產者價格交易表(含進口稅淨額),['119395']
產業關聯統計-商品對商品(CXC)150部門生產者價格交易表(進口按C.I.F.計值),['118334']
產業關聯統計-商品對商品(CXC)150部門生產者價格投入係數表,['119248']
產業關聯統計-商品對商品(CXC)150部門產業關聯程度表(I-(I-M)A),['119388']
產業關聯統計-商品對商品(CXC)150部門產業關聯程度表(I-A),['119387']
產業關聯統計-商品對商品(CXC)150部門購買者價格交易表,['119394']
產業關聯統計-商品對商品(CXC)150部門進口品交易表(C.I.F.+進口稅淨額),['119399']
產業關聯統計-商品對商品(CXC)150部門進口品交易表(按C.I.F計值),['119400']
產業關聯統計-商品對商品(CXC)150部門進口品投入係數表(按C.I.F計值),['119401']
產業關聯統計-商品對商品(CXC)160部門商業差距表,['44873']
產業關聯統計-商品對商品(CXC)160部門國內運費表,['44872']
產業關聯統計-商品對商品(CXC)160部門國內關聯程度表(I-D),['44866']
產業關聯統計-商品對商品(CXC)160部門國產品交易表,['44864']
產業關聯統計-商品對商品(CXC)160部門國產品投入係數表,['44865']
產業關聯統計-商品對商品(CXC)160部門生產者價格交易表(含進口稅淨額),['44863']
產業關聯統計-商品對商品(CXC)160部門生產者價格交易表(進口按C.I.F.計值),['44858']
產業關聯統計-商品對商品(CXC)160部門生產者價格投入係數表,['44859']
產業關聯統計-商品對商品(CXC)160部門產業關聯程度表(I-(I-M)A),['44861']
產業關聯統計-商品對商品(CXC)160部門產業關聯程度表(I-A),['44860']
產業關聯統計-商品對商品(CXC)160部門購買者價格交易表,['44862']
產業關聯統計-商品對商品(CXC)160部門進口品交易表(C.I.F.+進口稅淨額),['44867']
產業關聯統計-商品對商品(CXC)160部門進口品交易表(按C.I.F計值),['44869']
產業關聯統計-商品對商品(CXC)160部門進口品投入係數表(按C.I.F計值),['44871']
產業關聯統計-商品對商品(CXC)162部門商業差距表,['40405']
產業關聯統計-商品對商品(CXC)162部門國內運費表,['40404']
產業關聯統計-商品對商品(CXC)162部門國內關聯程度表(I-D),['40400']
產業關聯統計-商品對商品(CXC)162部門國產品交易表,['40398']
產業關聯統計-商品對商品(CXC)162部門國產品投入係數表,['40399']
產業關聯統計-商品對商品(CXC)162部門生產者價格交易表(含進口稅淨額),['40397']
產業關聯統計-商品對商品(CXC)162部門生產者價格交易表(進口按C.I.F.計值),['40392']
產業關聯統計-商品對商品(CXC)162部門生產者價格投入係數表,['40393']
產業關聯統計-商品對商品(CXC)162部門產業關聯程度表(I-(I-M)A),['40395']
產業關聯統計-商品對商品(CXC)162部門產業關聯程度表(I-A),['40394']
產業關聯統計-商品對商品(CXC)162部門購買者價格交易表,['40396']
產業關聯統計-商品對商品(CXC)162部門進口品交易表(C.I.F.+進口稅淨額),['40401']
產業關聯統計-商品對商品(CXC)162部門進口品交易表(按C.I.F計值)),['40402']
產業關聯統計-商品對商品(CXC)162部門進口品投入係數表(按C.I.F計值),['40403']
產業關聯統計-商品對商品(CXC)166部門商業差距表,"['24014', '40425']"
產業關聯統計-商品對商品(CXC)166部門國內運費表,"['24013', '40423']"
產業關聯統計-商品對商品(CXC)166部門國內關聯程度表(I-D),"['24009', '40419']"
產業關聯統計-商品對商品(CXC)166部門國產品交易表,"['24007', '40416']"
產業關聯統計-商品對商品(CXC)166部門國產品投入係數表,"['24008', '40418']"
產業關聯統計-商品對商品(CXC)166部門生產者價格交易表(含進口稅淨額),"['24006', '40415']"
產業關聯統計-商品對商品(CXC)166部門生產者價格交易表(進口品按C.I.F.計值),"['24001', '40407']"
產業關聯統計-商品對商品(CXC)166部門生產者價格投入係數表,"['24002', '40408']"
產業關聯統計-商品對商品(CXC)166部門產業關聯程度表(I-(I-M)A),"['24004', '40411']"
產業關聯統計-商品對商品(CXC)166部門產業關聯程度表(I-A),"['24003', '40410']"
產業關聯統計-商品對商品(CXC)166部門購買者價格交易表,"['24005', '40412']"
產業關聯統計-商品對商品(CXC)166部門進口品交易表(C.I.F),['24011']
產業關聯統計-商品對商品(CXC)166部門進口品交易表(C.I.F.+進口稅淨額),"['24010', '40420']"
產業關聯統計-商品對商品(CXC)166部門進口品交易表(按C.I.F計值),['40421']
產業關聯統計-商品對商品(CXC)166部門進口品投入係數表(按C.I.F計值),"['24012', '40422']"
產業關聯統計-商品對商品(CXC)39部門國內關聯程度表(I-D),['23941']
產業關聯統計-商品對商品(CXC)39部門國產品交易表,['23939']
產業關聯統計-商品對商品(CXC)39部門國產品投入係數表,['23940']
產業關聯統計-商品對商品(CXC)39部門生產者價格交易表(含進口稅淨額),['23938']
產業關聯統計-商品對商品(CXC)39部門生產者價格交易表(進口品按C.I.F.計值),['23933']
產業關聯統計-商品對商品(CXC)39部門生產者價格投入係數表,['23934']
產業關聯統計-商品對商品(CXC)39部門產業關聯程度表(I-(I-M)A),['23936']
產業關聯統計-商品對商品(CXC)39部門產業關聯程度表(I-A),['23935']
產業關聯統計-商品對商品(CXC)39部門購買者價格交易表,['23937']
產業關聯統計-商品對商品(CXC)39部門進口品交易表(按C.I.F.+進口稅淨額),['23942']
產業關聯統計-商品對商品(CXC)39部門進口品交易表(按C.I.F.計值),['23943']
產業關聯統計-商品對商品(CXC)39部門進口品投入係數表(按C.I.F.計值),['23945']
產業關聯統計-商品對商品(CXC)45部門國內關聯程度表(I-D),['23928']
產業關聯統計-商品對商品(CXC)45部門國產品交易表,['23926']
產業關聯統計-商品對商品(CXC)45部門國產品投入係數表,['23927']
產業關聯統計-商品對商品(CXC)45部門生產者價格交易表(含進口稅淨額),['23925']
產業關聯統計-商品對商品(CXC)45部門生產者價格交易表(進口品按C.I.F.計值),['23919']
產業關聯統計-商品對商品(CXC)45部門生產者價格投入係數表,['23920']
產業關聯統計-商品對商品(CXC)45部門產業關聯程度表(I-(I-M)A),['23922']
產業關聯統計-商品對商品(CXC)45部門產業關聯程度表(I-A),['23921']
